Quarantine_ID,Table,Record_ID,Reason,Raw_Record_JSON
Q-0023,workflow_features_raw,PRJ3-00010,Missing critical field Contingency_Utilization_Pct,"{""Approved_Change_Value_Pct_Budget"": ""0.0295"", ""Avg_RFI_Response_Days"": ""7.709"", ""Change_Approval_Cycle_Days"": ""28.626"", ""Contingency_Utilization_Pct"": """", ""Forecast_Incorporation_Lag_Days"": ""3.788"", ""High_Critical_Overdue_Rate"": ""0.094"", ""Old_Pending_Change_Rate"": ""0.3632"", ""Overdue_RFI_Rate"": ""0.3317"", ""Pending_Change_Exposure_Pct_Budget"": ""0.041"", ""Project_ID"": ""PRJ3-00010"", ""RFI_Count_per_10M"": ""5.405"", ""RFI_Count_to_Date"": ""116"", ""RFI_On_Time_Rate"": ""0.3199"", ""RFI_Reopen_Rate"": ""0.0695"", ""RFI_Revision_Rate"": ""0.2631"", ""RFI_to_Change_Rate"": ""0.22"", ""Revision_Loop_Rate"": ""0.2628"", ""Workflow_Handoff_Rate"": ""0.5007"", ""Workflow_Risk_Score_Snapshot"": ""4""}"
Q-0024,workflow_features_raw,PRJ3-00134,Project_ID does not reference a valid clean project,"{""Approved_Change_Value_Pct_Budget"": ""0.0379"", ""Avg_RFI_Response_Days"": ""5.369"", ""Change_Approval_Cycle_Days"": ""27.575"", ""Contingency_Utilization_Pct"": ""0.3583"", ""Forecast_Incorporation_Lag_Days"": ""3.116"", ""High_Critical_Overdue_Rate"": ""0.0502"", ""Old_Pending_Change_Rate"": ""0.4091"", ""Overdue_RFI_Rate"": ""0.1837"", ""Pending_Change_Exposure_Pct_Budget"": ""0.0094"", ""Project_ID"": ""PRJ3-00134"", ""RFI_Count_per_10M"": ""4.392"", ""RFI_Count_to_Date"": ""115"", ""RFI_On_Time_Rate"": ""0.4493"", ""RFI_Reopen_Rate"": ""0.0252"", ""RFI_Revision_Rate"": ""0.1039"", ""RFI_to_Change_Rate"": ""0.0815"", ""Revision_Loop_Rate"": ""0.2123"", ""Workflow_Handoff_Rate"": ""0.3768"", ""Workflow_Risk_Score_Snapshot"": ""2""}"
Q-0025,workflow_features_raw,PRJ3-00148,Project_ID does not reference a valid clean project,"{""Approved_Change_Value_Pct_Budget"": ""0.0644"", ""Avg_RFI_Response_Days"": ""8.972"", ""Change_Approval_Cycle_Days"": ""27.941"", ""Contingency_Utilization_Pct"": ""0.4137"", ""Forecast_Incorporation_Lag_Days"": ""1.894"", ""High_Critical_Overdue_Rate"": ""0.102"", ""Old_Pending_Change_Rate"": ""0.2653"", ""Overdue_RFI_Rate"": ""0.3465"", ""Pending_Change_Exposure_Pct_Budget"": ""0.013"", ""Project_ID"": ""PRJ3-00148"", ""RFI_Count_per_10M"": ""5.745"", ""RFI_Count_to_Date"": ""236"", ""RFI_On_Time_Rate"": ""0.3608"", ""RFI_Reopen_Rate"": ""0.0667"", ""RFI_Revision_Rate"": ""0.1556"", ""RFI_to_Change_Rate"": ""0.1988"", ""Revision_Loop_Rate"": ""0.3755"", ""Workflow_Handoff_Rate"": ""0.4207"", ""Workflow_Risk_Score_Snapshot"": ""3""}"
Q-0026,workflow_features_raw,PRJ3-00432,Project_ID does not reference a valid clean project,"{""Approved_Change_Value_Pct_Budget"": ""0.0571"", ""Avg_RFI_Response_Days"": ""10.247"", ""Change_Approval_Cycle_Days"": ""24.141"", ""Contingency_Utilization_Pct"": ""0.4132"", ""Forecast_Incorporation_Lag_Days"": ""6.57"", ""High_Critical_Overdue_Rate"": ""0.1116"", ""Old_Pending_Change_Rate"": ""0.3835"", ""Overdue_RFI_Rate"": ""0.3765"", ""Pending_Change_Exposure_Pct_Budget"": ""0.0441"", ""Project_ID"": ""PRJ3-00432"", ""RFI_Count_per_10M"": ""5.177"", ""RFI_Count_to_Date"": ""108"", ""RFI_On_Time_Rate"": ""0.1766"", ""RFI_Reopen_Rate"": ""0.0373"", ""RFI_Revision_Rate"": ""0.1228"", ""RFI_to_Change_Rate"": ""0.1172"", ""Revision_Loop_Rate"": ""0.2824"", ""Workflow_Handoff_Rate"": ""0.3743"", ""Workflow_Risk_Score_Snapshot"": ""5""}"
Q-0027,workflow_features_raw,PRJ3-00514,Missing critical field Avg_RFI_Response_Days,"{""Approved_Change_Value_Pct_Budget"": ""0.0272"", ""Avg_RFI_Response_Days"": """", ""Change_Approval_Cycle_Days"": ""21.668"", ""Contingency_Utilization_Pct"": ""0.2358"", ""Forecast_Incorporation_Lag_Days"": ""1.836"", ""High_Critical_Overdue_Rate"": ""0.0612"", ""Old_Pending_Change_Rate"": ""0.2771"", ""Overdue_RFI_Rate"": ""0.3866"", ""Pending_Change_Exposure_Pct_Budget"": ""0.0123"", ""Project_ID"": ""PRJ3-00514"", ""RFI_Count_per_10M"": ""4.663"", ""RFI_Count_to_Date"": ""121"", ""RFI_On_Time_Rate"": ""0.1046"", ""RFI_Reopen_Rate"": ""0.0669"", ""RFI_Revision_Rate"": ""0.1404"", ""RFI_to_Change_Rate"": ""0.0994"", ""Revision_Loop_Rate"": ""0.2513"", ""Workflow_Handoff_Rate"": ""0.3784"", ""Workflow_Risk_Score_Snapshot"": ""3""}"
Q-0028,workflow_features_raw,PRJ3-00518,Overdue_RFI_Rate outside range,"{""Approved_Change_Value_Pct_Budget"": ""0.0585"", ""Avg_RFI_Response_Days"": ""6.115"", ""Change_Approval_Cycle_Days"": ""13.074"", ""Contingency_Utilization_Pct"": ""0.4126"", ""Forecast_Incorporation_Lag_Days"": ""0.817"", ""High_Critical_Overdue_Rate"": ""0.0461"", ""Old_Pending_Change_Rate"": ""0.1971"", ""Overdue_RFI_Rate"": ""1.5"", ""Pending_Change_Exposure_Pct_Budget"": ""0.0088"", ""Project_ID"": ""PRJ3-00518"", ""RFI_Count_per_10M"": ""6.61"", ""RFI_Count_to_Date"": ""10"", ""RFI_On_Time_Rate"": ""0.2386"", ""RFI_Reopen_Rate"": ""0.0129"", ""RFI_Revision_Rate"": ""0.018"", ""RFI_to_Change_Rate"": ""0.0924"", ""Revision_Loop_Rate"": ""0.163"", ""Workflow_Handoff_Rate"": ""0.3324"", ""Workflow_Risk_Score_Snapshot"": ""1""}"
Q-0029,workflow_features_raw,PRJ3-00525,Missing critical field Avg_RFI_Response_Days,"{""Approved_Change_Value_Pct_Budget"": ""0.0197"", ""Avg_RFI_Response_Days"": """", ""Change_Approval_Cycle_Days"": ""10.962"", ""Contingency_Utilization_Pct"": ""0.0527"", ""Forecast_Incorporation_Lag_Days"": ""0.7"", ""High_Critical_Overdue_Rate"": ""0.0946"", ""Old_Pending_Change_Rate"": ""0.0264"", ""Overdue_RFI_Rate"": ""0.3088"", ""Pending_Change_Exposure_Pct_Budget"": ""0.0006"", ""Project_ID"": ""PRJ3-00525"", ""RFI_Count_per_10M"": ""4.405"", ""RFI_Count_to_Date"": ""28"", ""RFI_On_Time_Rate"": ""0.2209"", ""RFI_Reopen_Rate"": ""0.0214"", ""RFI_Revision_Rate"": ""0.0409"", ""RFI_to_Change_Rate"": ""0.02"", ""Revision_Loop_Rate"": ""0.0704"", ""Workflow_Handoff_Rate"": ""0.4254"", ""Workflow_Risk_Score_Snapshot"": ""1""}"
Q-0030,workflow_features_raw,PRJ3-00551,Overdue_RFI_Rate outside range,"{""Approved_Change_Value_Pct_Budget"": ""0.0474"", ""Avg_RFI_Response_Days"": ""8.348"", ""Change_Approval_Cycle_Days"": ""16.653"", ""Contingency_Utilization_Pct"": ""0.434"", ""Forecast_Incorporation_Lag_Days"": ""8.064"", ""High_Critical_Overdue_Rate"": ""0.1074"", ""Old_Pending_Change_Rate"": ""0.1828"", ""Overdue_RFI_Rate"": ""1.5"", ""Pending_Change_Exposure_Pct_Budget"": ""0.0109"", ""Project_ID"": ""PRJ3-00551"", ""RFI_Count_per_10M"": ""7.582"", ""RFI_Count_to_Date"": ""41"", ""RFI_On_Time_Rate"": ""0.3768"", ""RFI_Reopen_Rate"": ""0"", ""RFI_Revision_Rate"": ""0.1273"", ""RFI_to_Change_Rate"": ""0.2872"", ""Revision_Loop_Rate"": ""0.2553"", ""Workflow_Handoff_Rate"": ""0.5428"", ""Workflow_Risk_Score_Snapshot"": ""3""}"
Q-0031,workflow_features_raw,PRJ3-00671,RFI_On_Time_Rate outside range,"{""Approved_Change_Value_Pct_Budget"": ""0.0578"", ""Avg_RFI_Response_Days"": ""9.343"", ""Change_Approval_Cycle_Days"": ""11.047"", ""Contingency_Utilization_Pct"": ""0.3852"", ""Forecast_Incorporation_Lag_Days"": ""9.123"", ""High_Critical_Overdue_Rate"": ""0.0682"", ""Old_Pending_Change_Rate"": ""0.0747"", ""Overdue_RFI_Rate"": ""0.3382"", ""Pending_Change_Exposure_Pct_Budget"": ""0.0102"", ""Project_ID"": ""PRJ3-00671"", ""RFI_Count_per_10M"": ""4.77"", ""RFI_Count_to_Date"": ""240"", ""RFI_On_Time_Rate"": ""1.5"", ""RFI_Reopen_Rate"": ""0.0716"", ""RFI_Revision_Rate"": ""0.1906"", ""RFI_to_Change_Rate"": ""0.0783"", ""Revision_Loop_Rate"": ""0.0784"", ""Workflow_Handoff_Rate"": ""0.2593"", ""Workflow_Risk_Score_Snapshot"": ""3""}"
Q-0032,workflow_features_raw,PRJ3-00732,Missing critical field Contingency_Utilization_Pct,"{""Approved_Change_Value_Pct_Budget"": ""0.0183"", ""Avg_RFI_Response_Days"": ""8.786"", ""Change_Approval_Cycle_Days"": ""19.415"", ""Contingency_Utilization_Pct"": """", ""Forecast_Incorporation_Lag_Days"": ""3.095"", ""High_Critical_Overdue_Rate"": ""0.1268"", ""Old_Pending_Change_Rate"": ""0.1584"", ""Overdue_RFI_Rate"": ""0.3352"", ""Pending_Change_Exposure_Pct_Budget"": ""0.0261"", ""Project_ID"": ""PRJ3-00732"", ""RFI_Count_per_10M"": ""4.921"", ""RFI_Count_to_Date"": ""117"", ""RFI_On_Time_Rate"": ""0.4113"", ""RFI_Reopen_Rate"": ""0.0937"", ""RFI_Revision_Rate"": ""0.2239"", ""RFI_to_Change_Rate"": ""0.2307"", ""Revision_Loop_Rate"": ""0.2354"", ""Workflow_Handoff_Rate"": ""0.4899"", ""Workflow_Risk_Score_Snapshot"": ""3""}"
Q-0033,workflow_features_raw,PRJ3-00745,Project_ID does not reference a valid clean project,"{""Approved_Change_Value_Pct_Budget"": ""0.0211"", ""Avg_RFI_Response_Days"": ""11.323"", ""Change_Approval_Cycle_Days"": ""21.243"", ""Contingency_Utilization_Pct"": ""0.3706"", ""Forecast_Incorporation_Lag_Days"": ""9.409"", ""High_Critical_Overdue_Rate"": ""0.1219"", ""Old_Pending_Change_Rate"": ""0.2547"", ""Overdue_RFI_Rate"": ""0.4371"", ""Pending_Change_Exposure_Pct_Budget"": ""0.0391"", ""Project_ID"": ""PRJ3-00745"", ""RFI_Count_per_10M"": ""4.979"", ""RFI_Count_to_Date"": ""64"", ""RFI_On_Time_Rate"": ""0.08"", ""RFI_Reopen_Rate"": ""0.0518"", ""RFI_Revision_Rate"": ""0.1402"", ""RFI_to_Change_Rate"": ""0.2116"", ""Revision_Loop_Rate"": ""0.2201"", ""Workflow_Handoff_Rate"": ""0.4614"", ""Workflow_Risk_Score_Snapshot"": ""5""}"
Q-0034,workflow_features_raw,PRJ3-00747,Missing critical field Avg_RFI_Response_Days,"{""Approved_Change_Value_Pct_Budget"": ""0.0445"", ""Avg_RFI_Response_Days"": """", ""Change_Approval_Cycle_Days"": ""26.727"", ""Contingency_Utilization_Pct"": ""0.4185"", ""Forecast_Incorporation_Lag_Days"": ""4.17"", ""High_Critical_Overdue_Rate"": ""0.0716"", ""Old_Pending_Change_Rate"": ""0.2928"", ""Overdue_RFI_Rate"": ""0.1865"", ""Pending_Change_Exposure_Pct_Budget"": ""0.0032"", ""Project_ID"": ""PRJ3-00747"", ""RFI_Count_per_10M"": ""5.583"", ""RFI_Count_to_Date"": ""176"", ""RFI_On_Time_Rate"": ""0.2607"", ""RFI_Reopen_Rate"": ""0.0524"", ""RFI_Revision_Rate"": ""0.1756"", ""RFI_to_Change_Rate"": ""0.2042"", ""Revision_Loop_Rate"": ""0.2504"", ""Workflow_Handoff_Rate"": ""0.3813"", ""Workflow_Risk_Score_Snapshot"": ""2""}"
Q-0035,workflow_features_raw,PRJ3-00810,Missing critical field Change_Approval_Cycle_Days,"{""Approved_Change_Value_Pct_Budget"": ""0.0319"", ""Avg_RFI_Response_Days"": ""5.847"", ""Change_Approval_Cycle_Days"": """", ""Contingency_Utilization_Pct"": ""0.3587"", ""Forecast_Incorporation_Lag_Days"": ""0"", ""High_Critical_Overdue_Rate"": ""0.0733"", ""Old_Pending_Change_Rate"": ""0.2535"", ""Overdue_RFI_Rate"": ""0.2008"", ""Pending_Change_Exposure_Pct_Budget"": ""0.0267"", ""Project_ID"": ""PRJ3-00810"", ""RFI_Count_per_10M"": ""6.5"", ""RFI_Count_to_Date"": ""57"", ""RFI_On_Time_Rate"": ""0.4487"", ""RFI_Reopen_Rate"": ""0.0714"", ""RFI_Revision_Rate"": ""0.2311"", ""RFI_to_Change_Rate"": ""0.2405"", ""Revision_Loop_Rate"": ""0.2504"", ""Workflow_Handoff_Rate"": ""0.3729"", ""Workflow_Risk_Score_Snapshot"": ""2""}"
Q-0036,workflow_features_raw,PRJ3-00911,Project_ID does not reference a valid clean project,"{""Approved_Change_Value_Pct_Budget"": ""0.0393"", ""Avg_RFI_Response_Days"": ""8.705"", ""Change_Approval_Cycle_Days"": ""28.82"", ""Contingency_Utilization_Pct"": ""0.3077"", ""Forecast_Incorporation_Lag_Days"": ""5.261"", ""High_Critical_Overdue_Rate"": ""0.0605"", ""Old_Pending_Change_Rate"": ""0.2662"", ""Overdue_RFI_Rate"": ""0.3303"", ""Pending_Change_Exposure_Pct_Budget"": ""0.0115"", ""Project_ID"": ""PRJ3-00911"", ""RFI_Count_per_10M"": ""5.287"", ""RFI_Count_to_Date"": ""155"", ""RFI_On_Time_Rate"": ""0.3083"", ""RFI_Reopen_Rate"": ""0.0554"", ""RFI_Revision_Rate"": ""0.1288"", ""RFI_to_Change_Rate"": ""0.1829"", ""Revision_Loop_Rate"": ""0.2848"", ""Workflow_Handoff_Rate"": ""0.3226"", ""Workflow_Risk_Score_Snapshot"": ""3""}"
Q-0037,workflow_features_raw,PRJ3-00973,Project_ID does not reference a valid clean project,"{""Approved_Change_Value_Pct_Budget"": ""0.0889"", ""Avg_RFI_Response_Days"": ""10.332"", ""Change_Approval_Cycle_Days"": ""16.47"", ""Contingency_Utilization_Pct"": ""0.4988"", ""Forecast_Incorporation_Lag_Days"": ""7.266"", ""High_Critical_Overdue_Rate"": ""0.1073"", ""Old_Pending_Change_Rate"": ""0.1156"", ""Overdue_RFI_Rate"": ""0.3906"", ""Pending_Change_Exposure_Pct_Budget"": ""0.0512"", ""Project_ID"": ""PRJ3-00973"", ""RFI_Count_per_10M"": ""6.469"", ""RFI_Count_to_Date"": ""124"", ""RFI_On_Time_Rate"": ""0.1244"", ""RFI_Reopen_Rate"": ""0.0688"", ""RFI_Revision_Rate"": ""0.2219"", ""RFI_to_Change_Rate"": ""0.252"", ""Revision_Loop_Rate"": ""0.3211"", ""Workflow_Handoff_Rate"": ""0.2873"", ""Workflow_Risk_Score_Snapshot"": ""5""}"
Q-0038,workflow_features_raw,PRJ3-01015,Project_ID does not reference a valid clean project,"{""Approved_Change_Value_Pct_Budget"": ""0.0497"", ""Avg_RFI_Response_Days"": ""6.294"", ""Change_Approval_Cycle_Days"": ""19.293"", ""Contingency_Utilization_Pct"": ""0.4205"", ""Forecast_Incorporation_Lag_Days"": ""0"", ""High_Critical_Overdue_Rate"": ""0.0473"", ""Old_Pending_Change_Rate"": ""0.2653"", ""Overdue_RFI_Rate"": ""0.1669"", ""Pending_Change_Exposure_Pct_Budget"": ""0.0096"", ""Project_ID"": ""PRJ3-01015"", ""RFI_Count_per_10M"": ""3.673"", ""RFI_Count_to_Date"": ""38"", ""RFI_On_Time_Rate"": ""0.3503"", ""RFI_Reopen_Rate"": ""0.057"", ""RFI_Revision_Rate"": ""0.1908"", ""RFI_to_Change_Rate"": ""0.1396"", ""Revision_Loop_Rate"": ""0.2586"", ""Workflow_Handoff_Rate"": ""0.3184"", ""Workflow_Risk_Score_Snapshot"": ""1""}"
Q-0039,workflow_features_raw,PRJ3-01180,Pending_Change_Exposure_Pct_Budget outside range,"{""Approved_Change_Value_Pct_Budget"": ""0.0253"", ""Avg_RFI_Response_Days"": ""12.397"", ""Change_Approval_Cycle_Days"": ""18.673"", ""Contingency_Utilization_Pct"": ""0.235"", ""Forecast_Incorporation_Lag_Days"": ""5.03"", ""High_Critical_Overdue_Rate"": ""0.1329"", ""Old_Pending_Change_Rate"": ""0.3487"", ""Overdue_RFI_Rate"": ""0.4262"", ""Pending_Change_Exposure_Pct_Budget"": ""1.5"", ""Project_ID"": ""PRJ3-01180"", ""RFI_Count_per_10M"": ""5.503"", ""RFI_Count_to_Date"": ""58"", ""RFI_On_Time_Rate"": ""0.08"", ""RFI_Reopen_Rate"": ""0.0683"", ""RFI_Revision_Rate"": ""0.2309"", ""RFI_to_Change_Rate"": ""0.2448"", ""Revision_Loop_Rate"": ""0.1917"", ""Workflow_Handoff_Rate"": ""0.4848"", ""Workflow_Risk_Score_Snapshot"": ""4""}"
Q-0040,workflow_features_raw,PRJ3-01192,Project_ID does not reference a valid clean project,"{""Approved_Change_Value_Pct_Budget"": ""0.012"", ""Avg_RFI_Response_Days"": ""11.399"", ""Change_Approval_Cycle_Days"": ""26.622"", ""Contingency_Utilization_Pct"": ""0.417"", ""Forecast_Incorporation_Lag_Days"": ""4.807"", ""High_Critical_Overdue_Rate"": ""0.1204"", ""Old_Pending_Change_Rate"": ""0.3521"", ""Overdue_RFI_Rate"": ""0.5107"", ""Pending_Change_Exposure_Pct_Budget"": ""0.0404"", ""Project_ID"": ""PRJ3-01192"", ""RFI_Count_per_10M"": ""5.562"", ""RFI_Count_to_Date"": ""50"", ""RFI_On_Time_Rate"": ""0.08"", ""RFI_Reopen_Rate"": ""0.0058"", ""RFI_Revision_Rate"": ""0.0559"", ""RFI_to_Change_Rate"": ""0.134"", ""Revision_Loop_Rate"": ""0.2883"", ""Workflow_Handoff_Rate"": ""0.2714"", ""Workflow_Risk_Score_Snapshot"": ""5""}"
Q-0041,workflow_features_raw,PRJ3-01294,Project_ID does not reference a valid clean project,"{""Approved_Change_Value_Pct_Budget"": ""0.0441"", ""Avg_RFI_Response_Days"": ""9.001"", ""Change_Approval_Cycle_Days"": ""26.263"", ""Contingency_Utilization_Pct"": ""0.3973"", ""Forecast_Incorporation_Lag_Days"": ""8.707"", ""High_Critical_Overdue_Rate"": ""0.0687"", ""Old_Pending_Change_Rate"": ""0.366"", ""Overdue_RFI_Rate"": ""0.241"", ""Pending_Change_Exposure_Pct_Budget"": ""0.0146"", ""Project_ID"": ""PRJ3-01294"", ""RFI_Count_per_10M"": ""4.634"", ""RFI_Count_to_Date"": ""80"", ""RFI_On_Time_Rate"": ""0.3128"", ""RFI_Reopen_Rate"": ""0.0755"", ""RFI_Revision_Rate"": ""0.1885"", ""RFI_to_Change_Rate"": ""0.2454"", ""Revision_Loop_Rate"": ""0.2332"", ""Workflow_Handoff_Rate"": ""0.2561"", ""Workflow_Risk_Score_Snapshot"": ""3""}"
Q-0042,workflow_features_raw,PRJ3-01334,Missing critical field Contingency_Utilization_Pct,"{""Approved_Change_Value_Pct_Budget"": ""0.0321"", ""Avg_RFI_Response_Days"": ""13.639"", ""Change_Approval_Cycle_Days"": ""18.274"", ""Contingency_Utilization_Pct"": """", ""Forecast_Incorporation_Lag_Days"": ""7.674"", ""High_Critical_Overdue_Rate"": ""0.1554"", ""Old_Pending_Change_Rate"": ""0.2394"", ""Overdue_RFI_Rate"": ""0.5202"", ""Pending_Change_Exposure_Pct_Budget"": ""0.011"", ""Project_ID"": ""PRJ3-01334"", ""RFI_Count_per_10M"": ""4.098"", ""RFI_Count_to_Date"": ""40"", ""RFI_On_Time_Rate"": ""0.08"", ""RFI_Reopen_Rate"": ""0.0657"", ""RFI_Revision_Rate"": ""0.1497"", ""RFI_to_Change_Rate"": ""0.1513"", ""Revision_Loop_Rate"": ""0.1492"", ""Workflow_Handoff_Rate"": ""0.3028"", ""Workflow_Risk_Score_Snapshot"": ""4""}"
Q-0043,workflow_features_raw,PRJ3-01356,Project_ID does not reference a valid clean project,"{""Approved_Change_Value_Pct_Budget"": ""0.081"", ""Avg_RFI_Response_Days"": ""14.597"", ""Change_Approval_Cycle_Days"": ""22.574"", ""Contingency_Utilization_Pct"": ""0.2787"", ""Forecast_Incorporation_Lag_Days"": ""4.396"", ""High_Critical_Overdue_Rate"": ""0.0962"", ""Old_Pending_Change_Rate"": ""0.4027"", ""Overdue_RFI_Rate"": ""0.4741"", ""Pending_Change_Exposure_Pct_Budget"": ""0.0391"", ""Project_ID"": ""PRJ3-01356"", ""RFI_Count_per_10M"": ""3.587"", ""RFI_Count_to_Date"": ""14"", ""RFI_On_Time_Rate"": ""0.08"", ""RFI_Reopen_Rate"": ""0.0328"", ""RFI_Revision_Rate"": ""0.1281"", ""RFI_to_Change_Rate"": ""0.1879"", ""Revision_Loop_Rate"": ""0.1993"", ""Workflow_Handoff_Rate"": ""0.373"", ""Workflow_Risk_Score_Snapshot"": ""5""}"
Q-0044,workflow_features_raw,PRJ3-01396,Project_ID does not reference a valid clean project,"{""Approved_Change_Value_Pct_Budget"": ""0.0518"", ""Avg_RFI_Response_Days"": ""10.874"", ""Change_Approval_Cycle_Days"": ""24.918"", ""Contingency_Utilization_Pct"": ""0.548"", ""Forecast_Incorporation_Lag_Days"": ""5.094"", ""High_Critical_Overdue_Rate"": ""0.0865"", ""Old_Pending_Change_Rate"": ""0.1769"", ""Overdue_RFI_Rate"": ""0.3129"", ""Pending_Change_Exposure_Pct_Budget"": ""0.064"", ""Project_ID"": ""PRJ3-01396"", ""RFI_Count_per_10M"": ""7.214"", ""RFI_Count_to_Date"": ""101"", ""RFI_On_Time_Rate"": ""0.1569"", ""RFI_Reopen_Rate"": ""0.0613"", ""RFI_Revision_Rate"": ""0.2503"", ""RFI_to_Change_Rate"": ""0.3463"", ""Revision_Loop_Rate"": ""0.2773"", ""Workflow_Handoff_Rate"": ""0.4135"", ""Workflow_Risk_Score_Snapshot"": ""5""}"
Q-0045,workflow_features_raw,PRJ3-01449,Project_ID does not reference a valid clean project,"{""Approved_Change_Value_Pct_Budget"": ""0.0951"", ""Avg_RFI_Response_Days"": ""7.252"", ""Change_Approval_Cycle_Days"": ""20.551"", ""Contingency_Utilization_Pct"": ""0.253"", ""Forecast_Incorporation_Lag_Days"": ""1.444"", ""High_Critical_Overdue_Rate"": ""0.0942"", ""Old_Pending_Change_Rate"": ""0.2807"", ""Overdue_RFI_Rate"": ""0.2639"", ""Pending_Change_Exposure_Pct_Budget"": ""0.0284"", ""Project_ID"": ""PRJ3-01449"", ""RFI_Count_per_10M"": ""5.856"", ""RFI_Count_to_Date"": ""15"", ""RFI_On_Time_Rate"": ""0.3207"", ""RFI_Reopen_Rate"": ""0.0387"", ""RFI_Revision_Rate"": ""0.2268"", ""RFI_to_Change_Rate"": ""0.2833"", ""Revision_Loop_Rate"": ""0.2664"", ""Workflow_Handoff_Rate"": ""0.3415"", ""Workflow_Risk_Score_Snapshot"": ""3""}"
Q-0046,workflow_features_raw,PRJ3-01481,Missing critical field Avg_RFI_Response_Days,"{""Approved_Change_Value_Pct_Budget"": ""0.0059"", ""Avg_RFI_Response_Days"": """", ""Change_Approval_Cycle_Days"": ""20.775"", ""Contingency_Utilization_Pct"": ""0.095"", ""Forecast_Incorporation_Lag_Days"": ""1.614"", ""High_Critical_Overdue_Rate"": ""0.0629"", ""Old_Pending_Change_Rate"": ""0.2874"", ""Overdue_RFI_Rate"": ""0.2885"", ""Pending_Change_Exposure_Pct_Budget"": ""0.0137"", ""Project_ID"": ""PRJ3-01481"", ""RFI_Count_per_10M"": ""2.409"", ""RFI_Count_to_Date"": ""22"", ""RFI_On_Time_Rate"": ""0.1552"", ""RFI_Reopen_Rate"": ""0"", ""RFI_Revision_Rate"": ""0.0038"", ""RFI_to_Change_Rate"": ""0.1133"", ""Revision_Loop_Rate"": ""0.1479"", ""Workflow_Handoff_Rate"": ""0.2761"", ""Workflow_Risk_Score_Snapshot"": ""2""}"
Q-0047,workflow_features_raw,PRJ3-01597,Project_ID does not reference a valid clean project,"{""Approved_Change_Value_Pct_Budget"": ""0"", ""Avg_RFI_Response_Days"": ""5.525"", ""Change_Approval_Cycle_Days"": ""26.873"", ""Contingency_Utilization_Pct"": ""0.185"", ""Forecast_Incorporation_Lag_Days"": ""3.499"", ""High_Critical_Overdue_Rate"": ""0.0661"", ""Old_Pending_Change_Rate"": ""0.3388"", ""Overdue_RFI_Rate"": ""0.2551"", ""Pending_Change_Exposure_Pct_Budget"": ""0"", ""Project_ID"": ""PRJ3-01597"", ""RFI_Count_per_10M"": ""1.708"", ""RFI_Count_to_Date"": ""4"", ""RFI_On_Time_Rate"": ""0.4239"", ""RFI_Reopen_Rate"": ""0.0406"", ""RFI_Revision_Rate"": ""0.0369"", ""RFI_to_Change_Rate"": ""0.02"", ""Revision_Loop_Rate"": ""0.2471"", ""Workflow_Handoff_Rate"": ""0.3134"", ""Workflow_Risk_Score_Snapshot"": ""2""}"
Q-0048,workflow_features_raw,PRJ3-01703,Project_ID does not reference a valid clean project,"{""Approved_Change_Value_Pct_Budget"": ""0.0694"", ""Avg_RFI_Response_Days"": ""9.771"", ""Change_Approval_Cycle_Days"": ""29.616"", ""Contingency_Utilization_Pct"": ""0.3676"", ""Forecast_Incorporation_Lag_Days"": ""2.51"", ""High_Critical_Overdue_Rate"": ""0.0566"", ""Old_Pending_Change_Rate"": ""0.3381"", ""Overdue_RFI_Rate"": ""0.3232"", ""Pending_Change_Exposure_Pct_Budget"": ""0.0376"", ""Project_ID"": ""PRJ3-01703"", ""RFI_Count_per_10M"": ""6.224"", ""RFI_Count_to_Date"": ""144"", ""RFI_On_Time_Rate"": ""0.2305"", ""RFI_Reopen_Rate"": ""0.017"", ""RFI_Revision_Rate"": ""0.1978"", ""RFI_to_Change_Rate"": ""0.317"", ""Revision_Loop_Rate"": ""0.3256"", ""Workflow_Handoff_Rate"": ""0.4435"", ""Workflow_Risk_Score_Snapshot"": ""4""}"
Q-0049,workflow_features_raw,PRJ3-01803,Project_ID does not reference a valid clean project,"{""Approved_Change_Value_Pct_Budget"": ""0.049"", ""Avg_RFI_Response_Days"": ""13.582"", ""Change_Approval_Cycle_Days"": ""29.447"", ""Contingency_Utilization_Pct"": ""0.3299"", ""Forecast_Incorporation_Lag_Days"": ""5.723"", ""High_Critical_Overdue_Rate"": ""0.1063"", ""Old_Pending_Change_Rate"": ""0.3945"", ""Overdue_RFI_Rate"": ""0.4762"", ""Pending_Change_Exposure_Pct_Budget"": ""0.0341"", ""Project_ID"": ""PRJ3-01803"", ""RFI_Count_per_10M"": ""5.58"", ""RFI_Count_to_Date"": ""71"", ""RFI_On_Time_Rate"": ""0.08"", ""RFI_Reopen_Rate"": ""0.0432"", ""RFI_Revision_Rate"": ""0.1608"", ""RFI_to_Change_Rate"": ""0.1712"", ""Revision_Loop_Rate"": ""0.2466"", ""Workflow_Handoff_Rate"": ""0.5984"", ""Workflow_Risk_Score_Snapshot"": ""6""}"
