Project_ID,Final_Cost_Overrun_Pct,Final_Schedule_Delay_Days,Cost_Overrun_Flag,Schedule_Delay_Flag,Combined_Overrun_Flag,Final_CPI,Final_SPI,Final_Status,Actual_End_Date,Final_EAC
PRJ3-00295,0.0857,10,0,0,0,0.9211,0.979,Complete,2021-03-24,73956900
PRJ3-00296,0.0491,15,0,0,0,0.9532,0.9866,Complete,2024-01-07,73830900
PRJ3-00297,0.0277,31,0,1,1,0.973,0.9513,Complete,2021-10-08,41811500
PRJ3-00298,0.131,-14,1,0,1,0.8841,1.0246,Complete,2023-09-03,71118600
PRJ3-00299,0.0694,11,0,0,0,0.9351,0.9913,Complete,2021-12-05,170402200
PRJ3-00300,0.0011,-22,0,0,0,0.9989,1.0157,Complete,2023-10-12,445876300
PRJ3-00301,0.0032,-18,0,0,0,0.9968,1.0407,Complete,2024-03-30,39147100
PRJ3-00302,0.0195,-25,0,0,0,0.9809,1.0716,Complete,2024-10-05,74408300
PRJ3-00303,0.0856,11,0,0,0,0.9212,0.984,Complete,2022-08-08,50008400
PRJ3-00304,0.1443,24,1,0,1,0.8739,0.9521,Complete,2024-07-29,72403700
PRJ3-00305,-0.0242,-6,0,0,0,1.0248,1.0058,Complete,2026-05-23,171271200
PRJ3-00306,0.0405,5,0,0,0,0.961,0.9956,Complete,2023-08-11,221232700
PRJ3-00307,0.0908,-17,0,0,0,0.9168,1.0255,Complete,2022-09-07,165219700
PRJ3-00308,0.0533,25,0,0,0,0.9494,0.9673,Complete,2021-03-23,238219200
PRJ3-00309,0.2071,16,1,0,1,0.8284,0.9864,Complete,2023-11-05,94045900
PRJ3-00310,0.0189,13,0,0,0,0.9814,0.9868,Complete,2021-11-19,355819400
PRJ3-00311,0.0994,39,0,1,1,0.9096,0.928,Complete,2022-06-13,143996300
PRJ3-00312,-0.0002,0,0,0,0,1.0002,1.0,Complete,2022-06-23,60183700
PRJ3-00313,0.0096,9,0,0,0,0.9905,0.9888,Complete,2023-06-28,195732000
PRJ3-00314,0.101,-9,1,0,1,0.9083,1.0123,Complete,2025-01-01,56716100
PRJ3-00315,0.0577,-4,0,0,0,0.9454,1.0048,Complete,2023-09-22,437965900
PRJ3-00316,0.0405,-6,0,0,0,0.9611,1.0231,Complete,2025-09-10,34284700
PRJ3-00317,0.0885,-22,0,0,0,0.9187,1.0186,Complete,2026-01-02,227518900
PRJ3-00318,0.0444,17,0,0,0,0.9575,0.9819,Complete,2024-05-11,245295600
PRJ3-00319,0.1797,48,1,1,1,0.8477,0.9444,Complete,2025-10-18,216302700
PRJ3-00320,-0.0082,36,0,1,1,1.0083,0.9631,Complete,2023-07-19,224198600
PRJ3-00321,0.1011,10,1,0,1,0.9082,0.9875,Complete,2024-08-25,153881000
PRJ3-00322,0.0672,4,0,0,0,0.937,0.9963,Complete,2023-09-25,129382700
PRJ3-00323,0.0812,24,0,0,0,0.9249,0.972,Complete,2026-03-02,91101400
PRJ3-00324,0.05,21,0,0,0,0.9524,0.979,Complete,2021-07-10,66910100
PRJ3-00325,0.1163,77,1,1,1,0.8958,0.9419,Complete,2025-12-28,214727500
PRJ3-00326,0.1055,-6,1,0,1,0.9046,1.008,Complete,2021-03-28,110834300
PRJ3-00327,0.1645,15,1,0,1,0.8587,0.9807,Complete,2026-05-23,204832000
PRJ3-00328,0.0724,26,0,0,0,0.9325,0.9707,Complete,2024-11-07,137393600
PRJ3-00329,-0.0304,32,0,1,1,1.0314,0.9333,Complete,2023-07-14,78607100
PRJ3-00330,0.1306,57,1,1,1,0.8845,0.9401,Complete,2021-04-12,68404000
PRJ3-00331,-0.0045,21,0,0,0,1.0045,0.9666,Complete,2022-05-29,30419300
PRJ3-00332,0.103,73,1,1,1,0.9067,0.9165,Complete,2020-07-10,64579400
PRJ3-00333,0.101,51,1,1,1,0.9082,0.9523,Complete,2026-01-30,198652200
PRJ3-00334,0.0584,18,0,0,0,0.9448,0.9396,Complete,2023-07-13,42457300
PRJ3-00335,0.0881,11,0,0,0,0.9191,0.9912,Complete,2027-04-02,176870900
PRJ3-00336,0.1088,28,1,0,1,0.9019,0.9745,Complete,2024-09-17,346400000
PRJ3-00337,0.0196,-25,0,0,0,0.9808,1.0412,Complete,2019-11-21,35377200
PRJ3-00338,0.1766,46,1,1,1,0.8499,0.9374,Complete,2023-07-29,72835800
PRJ3-00339,0.1664,74,1,1,1,0.8574,0.9159,Complete,2023-11-11,104405600
PRJ3-00340,0.097,3,0,0,0,0.9115,0.996,Complete,2025-12-18,176723600
PRJ3-00341,0.039,5,0,0,0,0.9624,0.9934,Complete,2026-05-17,195988400
PRJ3-00342,0.0678,-9,0,0,0,0.9365,1.0158,Complete,2020-07-29,50959200
PRJ3-00343,0.1593,24,1,0,1,0.8626,0.9806,Complete,2026-07-01,252679200
PRJ3-00344,0.08,-18,0,0,0,0.926,1.0269,Complete,2020-03-15,42463200
PRJ3-00345,0.0817,-15,0,0,0,0.9245,1.0114,Complete,2027-04-25,450570600
PRJ3-00346,-0.0223,-25,0,0,0,1.0229,1.0233,Complete,2025-02-25,172283600
PRJ3-00347,0.0989,29,0,0,0,0.91,0.9745,Complete,2021-12-19,375233200
PRJ3-00348,0.0505,20,0,0,0,0.952,0.971,Complete,2026-07-28,35710100
PRJ3-00349,0.039,36,0,1,1,0.9624,0.948,Complete,2024-04-05,98657000
PRJ3-00350,0.0874,-11,0,0,0,0.9196,1.0104,Complete,2023-01-13,110494800
PRJ3-00351,0.0676,-15,0,0,0,0.9366,1.0199,Complete,2024-07-09,23971100
PRJ3-00352,0.0223,12,0,0,0,0.9782,0.9774,Complete,2024-03-15,94149000
PRJ3-00353,0.0675,-11,0,0,0,0.9367,1.0092,Complete,2026-05-23,261525900
PRJ3-00354,-0.0493,25,0,0,0,1.0519,0.9679,Complete,2026-01-04,161192200
PRJ3-00355,0.0347,0,0,0,0,0.9665,1.0,Complete,2021-03-03,68441600
PRJ3-00356,0.2245,-13,1,0,1,0.8167,1.0215,Complete,2021-11-10,85834300
PRJ3-00357,0.0005,3,0,0,0,0.9995,0.9957,Complete,2020-01-06,147807700
PRJ3-00358,0.0991,45,0,1,1,0.9098,0.9538,Complete,2024-04-12,101711400
PRJ3-00359,0.0895,25,0,0,0,0.9178,0.9711,Complete,2026-08-15,194131900
PRJ3-00360,0.1252,-6,1,0,1,0.8888,1.0064,Complete,2022-02-07,277262300
PRJ3-00361,0.1023,3,1,0,1,0.9072,0.9971,Complete,2025-05-19,488209500
PRJ3-00362,-0.0406,1,0,0,0,1.0423,0.9989,Complete,2021-08-04,124521600
PRJ3-00363,0.0629,31,0,1,1,0.9408,0.9628,Complete,2023-01-20,32214800
PRJ3-00364,0.0607,12,0,0,0,0.9428,0.9827,Complete,2024-04-27,177466000
PRJ3-00365,0.1643,-25,1,0,1,0.8589,1.0288,Complete,2026-06-03,232372700
PRJ3-00366,0.1484,34,1,1,1,0.8708,0.9606,Complete,2023-04-21,133452000
PRJ3-00367,0.112,-12,1,0,1,0.8993,1.0195,Complete,2022-09-19,53908000
PRJ3-00368,0.1216,45,1,1,1,0.8916,0.9613,Complete,2023-09-22,184678000
PRJ3-00369,0.1687,32,1,1,1,0.8557,0.9755,Complete,2025-11-15,250471400
PRJ3-00370,0.1217,14,1,0,1,0.8915,0.9796,Complete,2025-01-18,18721100
PRJ3-00371,0.0421,67,0,1,1,0.9596,0.903,Complete,2026-02-23,101777400
PRJ3-00372,0.2041,38,1,1,1,0.8305,0.9741,Complete,2025-02-21,272240500
PRJ3-00373,0.1715,55,1,1,1,0.8536,0.9439,Complete,2025-02-17,211413600
PRJ3-00374,0.1888,41,1,1,1,0.8412,0.9595,Complete,2021-12-10,192368500
PRJ3-00375,0.0942,13,0,0,0,0.9139,0.9858,Complete,2022-05-24,180627600
PRJ3-00376,0.0701,46,0,1,1,0.9345,0.9468,Complete,2023-09-03,457274400
PRJ3-00377,0.0979,9,0,0,0,0.9108,0.9812,Complete,2022-06-30,19594300
PRJ3-00378,0.1456,-13,1,0,1,0.8729,1.0114,Complete,2023-11-11,191263900
PRJ3-00379,0.0712,1,0,0,0,0.9336,0.9983,Complete,2024-03-18,43889500
PRJ3-00380,0.0983,45,0,1,1,0.9105,0.9259,Complete,2024-10-18,26491100
PRJ3-00381,0.0308,34,0,1,1,0.9702,0.9732,Complete,2021-03-07,183680000
PRJ3-00382,0.1026,55,1,1,1,0.907,0.9541,Complete,2024-09-10,129286300
PRJ3-00383,0.0843,10,0,0,0,0.9222,0.9903,Complete,2025-06-22,253393000
PRJ3-00384,-0.0024,-19,0,0,0,1.0024,1.0218,Complete,2021-11-01,285359400
PRJ3-00385,0.0747,-25,0,0,0,0.9305,1.0383,Complete,2026-09-20,91874000
PRJ3-00386,0.0717,4,0,0,0,0.9331,0.9929,Complete,2026-07-07,82197900
PRJ3-00387,0.1166,-17,1,0,1,0.8956,1.0256,Complete,2020-10-18,39005200
PRJ3-00388,0.135,21,1,0,1,0.881,0.9818,Complete,2025-10-17,45692500
PRJ3-00389,0.1423,11,1,0,1,0.8754,0.9897,Complete,2022-02-05,239839900
PRJ3-00390,0.1274,26,1,0,1,0.887,0.9731,Complete,2020-11-25,159452700
PRJ3-00391,0.0606,23,0,0,0,0.9428,0.956,Complete,2024-12-21,19575000
PRJ3-00392,0.0966,1,0,0,0,0.9119,0.9991,Complete,2022-03-09,196048500
PRJ3-00393,0.0978,30,0,1,1,0.9109,0.9737,Complete,2025-01-06,283915400
PRJ3-00394,0.092,-8,0,0,0,0.9157,1.0083,Complete,2021-08-27,429967800
PRJ3-00395,0.1353,28,1,0,1,0.8808,0.9662,Complete,2021-02-12,113181800
PRJ3-00396,0.1032,-1,1,0,1,0.9064,1.0011,Complete,2022-07-31,862218400
PRJ3-00397,0.0077,11,0,0,0,0.9924,0.9857,Complete,2025-10-03,83534900
PRJ3-00398,0.1275,52,1,1,1,0.8869,0.9593,Complete,2026-05-21,142717100
PRJ3-00399,0.0329,-11,0,0,0,0.9682,1.0174,Complete,2026-06-17,44773700
PRJ3-00400,0.0414,31,0,1,1,0.9603,0.9717,Complete,2025-12-11,241254000
PRJ3-00401,0.0948,-19,0,0,0,0.9134,1.0174,Complete,2024-09-02,232453600
PRJ3-00402,0.2109,-8,1,0,1,0.8258,1.0072,Complete,2023-04-17,325050400
PRJ3-00403,0.1046,28,1,0,1,0.9053,0.977,Complete,2024-05-22,230045300
PRJ3-00404,0.1819,8,1,0,1,0.8461,0.9917,Complete,2026-10-17,143881900
PRJ3-00405,0.0224,26,0,0,0,0.9781,0.9739,Complete,2022-03-07,340820300
PRJ3-00406,0.1083,-19,1,0,1,0.9023,1.0303,Complete,2020-07-03,54164700
PRJ3-00407,0.0646,-16,0,0,0,0.9393,1.0214,Complete,2020-03-25,212665800
PRJ3-00408,0.0782,-19,0,0,0,0.9274,1.0263,Complete,2025-01-26,226218100
PRJ3-00409,0.0076,-11,0,0,0,0.9925,1.0223,Complete,2022-05-10,29060400
PRJ3-00410,0.0769,21,0,0,0,0.9286,0.9739,Complete,2026-10-06,430720400
PRJ3-00411,0.0718,44,0,1,1,0.933,0.966,Complete,2024-03-03,144598600
PRJ3-00412,0.1097,31,1,1,1,0.9012,0.9779,Complete,2025-06-06,278870900
PRJ3-00413,0.2517,44,1,1,1,0.7989,0.9638,Complete,2024-07-16,254193600
PRJ3-00414,0.0278,27,0,0,0,0.9729,0.9455,Complete,2024-01-08,44186000
PRJ3-00415,-0.0485,-25,0,0,0,1.051,1.0269,Complete,2024-07-03,202633400
PRJ3-00416,0.0829,0,0,0,0,0.9235,1.0,Complete,2025-06-24,303435600
PRJ3-00417,0.0235,28,0,0,0,0.977,0.9576,Complete,2022-07-17,49214900
PRJ3-00418,0.1257,-25,1,0,1,0.8884,1.0235,Complete,2025-11-02,119404500
PRJ3-00419,0.0188,31,0,1,1,0.9816,0.9593,Complete,2024-03-16,101125000
PRJ3-00420,0.1058,-25,1,0,1,0.9043,1.0563,Complete,2024-03-20,58954700
PRJ3-00421,0.1382,23,1,0,1,0.8786,0.9566,Complete,2021-05-31,24801000
PRJ3-00422,-0.0089,-6,0,0,0,1.009,1.0145,Complete,2023-08-10,112085500
PRJ3-00423,0.0014,16,0,0,0,0.9986,0.9757,Complete,2023-02-01,114608600
PRJ3-00424,0.0723,43,0,1,1,0.9325,0.9672,Complete,2027-02-01,173031600
PRJ3-00425,-0.0686,-1,0,0,0,1.0737,1.0018,Complete,2023-11-07,87945600
PRJ3-00426,-0.029,25,0,0,0,1.0298,0.9592,Complete,2020-07-18,82408800
PRJ3-00427,0.0321,5,0,0,0,0.9689,0.9957,Complete,2023-04-23,428682700
PRJ3-00428,0.0692,21,0,0,0,0.9352,0.9762,Complete,2021-04-19,375905000
PRJ3-00429,-0.0356,-25,0,0,0,1.0369,1.0316,Complete,2023-10-03,52559900
PRJ3-00430,0.0949,28,0,0,0,0.9133,0.9667,Complete,2023-04-08,241060200
PRJ3-00431,0.0141,41,0,1,1,0.9861,0.9634,Complete,2025-11-06,120075000
PRJ3-00433,0.2541,1,1,0,1,0.7974,0.9985,Complete,2020-01-31,93536400
PRJ3-00434,0.1109,76,1,1,1,0.9002,0.9276,Complete,2021-10-29,548011100
PRJ3-00435,-0.0135,-23,0,0,0,1.0137,1.0352,Complete,2025-04-30,65027600
PRJ3-00436,0.038,-10,0,0,0,0.9634,1.0153,Complete,2023-09-24,140236800
PRJ3-00437,0.0685,46,0,1,1,0.9359,0.9493,Complete,2026-01-15,182512800
PRJ3-00438,0.0211,-25,0,0,0,0.9794,1.0373,Complete,2021-11-19,91393800
PRJ3-00439,0.0095,30,0,1,1,0.9906,0.9391,Complete,2021-12-26,41013600
PRJ3-00440,0.0856,-25,0,0,0,0.9211,1.0288,Complete,2023-10-29,125116900
PRJ3-00441,0.0633,8,0,0,0,0.9405,0.9922,Complete,2024-06-03,137736800
PRJ3-00442,0.203,-19,1,0,1,0.8313,1.0196,Complete,2025-06-08,192042200
PRJ3-00443,0.1019,18,1,0,1,0.9075,0.9832,Complete,2023-05-20,441809800
PRJ3-00444,-0.0046,16,0,0,0,1.0046,0.9878,Complete,2025-11-14,144024000
PRJ3-00445,0.0631,18,0,0,0,0.9407,0.9815,Complete,2024-01-17,65599700
PRJ3-00446,0.0416,-1,0,0,0,0.96,1.0008,Complete,2027-05-30,356872700
PRJ3-00447,0.1503,52,1,1,1,0.8693,0.8954,Complete,2019-09-25,41087700
PRJ3-00448,-0.0422,20,0,0,0,1.0441,0.9231,Complete,2019-10-10,58453000
PRJ3-00449,0.0465,3,0,0,0,0.9556,0.9947,Complete,2023-06-25,17916600
PRJ3-00450,0.1383,42,1,1,1,0.8785,0.9582,Complete,2026-02-06,198562000
PRJ3-00451,0.062,14,0,0,0,0.9416,0.9823,Complete,2026-01-21,219274400
PRJ3-00452,0.0471,20,0,0,0,0.955,0.9749,Complete,2026-04-20,103143800
PRJ3-00453,0.0187,-6,0,0,0,0.9817,1.0062,Complete,2021-10-01,59717600
PRJ3-00454,0.0482,-10,0,0,0,0.954,1.0143,Complete,2023-05-10,70956000
PRJ3-00455,0.0183,-6,0,0,0,0.982,1.006,Complete,2023-03-02,67312900
PRJ3-00456,0.0467,17,0,0,0,0.9554,0.9824,Complete,2027-05-30,214616500
PRJ3-00457,0.0699,-25,0,0,0,0.9347,1.0354,Complete,2023-09-24,66089200
PRJ3-00458,0.0769,8,0,0,0,0.9286,0.993,Complete,2020-08-12,113346700
PRJ3-00459,0.2035,32,1,1,1,0.8309,0.9608,Complete,2023-07-31,214792700
PRJ3-00460,0.0788,4,0,0,0,0.927,0.9903,Complete,2021-09-03,106852800
PRJ3-00461,-0.0192,22,0,0,0,1.0196,0.9743,Complete,2024-11-16,51900500
PRJ3-00462,-0.0136,-12,0,0,0,1.0138,1.0124,Complete,2022-08-02,93737400
PRJ3-00463,0.0872,14,0,0,0,0.9198,0.9793,Complete,2021-04-17,57476800
PRJ3-00464,0.1509,-12,1,0,1,0.8689,1.0171,Complete,2024-10-10,51613800
PRJ3-00465,0.1127,45,1,1,1,0.8987,0.9036,Complete,2020-02-17,86674900
PRJ3-00466,0.087,-24,0,0,0,0.92,1.025,Complete,2023-10-18,116003200
PRJ3-00467,0.0774,66,0,1,1,0.9281,0.9278,Complete,2026-02-01,81010000
PRJ3-00468,0.0965,-14,0,0,0,0.912,1.0282,Complete,2020-03-27,47107200
PRJ3-00469,0.1391,71,1,1,1,0.8779,0.9166,Complete,2021-12-17,189038300
PRJ3-00470,0.1327,82,1,1,1,0.8828,0.9105,Complete,2022-03-23,170793400
PRJ3-00471,0.1678,24,1,0,1,0.8563,0.9777,Complete,2025-04-24,162944700
PRJ3-00472,0.105,41,1,1,1,0.905,0.9341,Complete,2023-07-23,180151300
PRJ3-00473,0.1323,50,1,1,1,0.8832,0.9147,Complete,2022-12-13,167543800
PRJ3-00474,0.0906,-13,0,0,0,0.9169,1.0243,Complete,2023-11-29,73623800
PRJ3-00475,0.0343,47,0,1,1,0.9669,0.9453,Complete,2024-12-10,111866700
PRJ3-00476,0.0296,21,0,0,0,0.9713,0.9658,Complete,2023-09-24,170159200
PRJ3-00477,0.1154,4,1,0,1,0.8966,0.996,Complete,2021-03-08,107263200
PRJ3-00478,0.0207,-13,0,0,0,0.9797,1.0144,Complete,2026-11-09,256446300
PRJ3-00479,-0.0028,-25,0,0,0,1.0028,1.0443,Complete,2020-12-03,105709500
PRJ3-00480,0.0329,-25,0,0,0,0.9682,1.0315,Complete,2022-09-18,167951100
PRJ3-00481,0.0782,15,0,0,0,0.9275,0.9822,Complete,2020-05-29,494807700
PRJ3-00482,0.0681,-9,0,0,0,0.9362,1.017,Complete,2022-10-11,73079000
PRJ3-00483,0.0842,-17,0,0,0,0.9224,1.0215,Complete,2021-11-23,139202300
PRJ3-00484,0.0338,24,0,0,0,0.9673,0.9645,Complete,2025-04-15,105207500
PRJ3-00485,0.1058,31,1,1,1,0.9043,0.9749,Complete,2021-07-25,459118800
PRJ3-00486,0.0754,2,0,0,0,0.9299,0.9972,Complete,2026-06-29,49022800
PRJ3-00487,-0.0358,-19,0,0,0,1.0371,1.0247,Complete,2020-06-08,148773900
PRJ3-00488,0.0537,14,0,0,0,0.949,0.9831,Complete,2024-09-22,73296700
PRJ3-00489,0.0066,-4,0,0,0,0.9934,1.0075,Complete,2023-08-02,37608700
PRJ3-00490,0.0388,-25,0,0,0,0.9627,1.0424,Complete,2024-05-19,66387600
PRJ3-00491,-0.0156,35,0,1,1,1.0158,0.9542,Complete,2022-12-13,261348100
PRJ3-00492,0.0931,15,0,0,0,0.9149,0.9826,Complete,2023-07-15,98505200
PRJ3-00493,0.0701,16,0,0,0,0.9344,0.9856,Complete,2026-01-04,458988700
PRJ3-00494,0.0647,-9,0,0,0,0.9392,1.0087,Complete,2027-03-29,93910000
PRJ3-00495,0.1037,12,1,0,1,0.906,0.9766,Complete,2024-09-16,157080200
PRJ3-00496,0.1201,-25,1,0,1,0.8928,1.0257,Complete,2024-03-06,73127300
PRJ3-00497,0.0712,50,0,1,1,0.9335,0.9637,Complete,2025-12-23,398236700
PRJ3-00498,0.1453,42,1,1,1,0.8731,0.9635,Complete,2025-12-01,287720100
PRJ3-00499,0.1526,62,1,1,1,0.8676,0.9434,Complete,2023-03-14,224158700
PRJ3-00500,0.0545,40,0,1,1,0.9483,0.9395,Complete,2025-05-13,47158500
PRJ3-00501,0.0322,9,0,0,0,0.9688,0.9921,Complete,2025-03-26,217249300
PRJ3-00502,-0.0276,-7,0,0,0,1.0284,1.0079,Complete,2025-07-14,178006600
PRJ3-00503,0.0657,13,0,0,0,0.9384,0.9906,Complete,2024-01-28,144860700
PRJ3-00504,0.0871,72,0,1,1,0.9199,0.9286,Complete,2026-04-15,87769800
PRJ3-00505,0.1505,30,1,1,1,0.8692,0.9743,Complete,2027-09-28,231808800
PRJ3-00506,0.0076,20,0,0,0,0.9924,0.9782,Complete,2024-04-17,189329400
PRJ3-00507,0.1199,-25,1,0,1,0.8929,1.0322,Complete,2022-11-19,451420900
PRJ3-00508,0.1175,1,1,0,1,0.8949,0.9985,Complete,2026-10-28,151252400
PRJ3-00509,0.085,14,0,0,0,0.9217,0.9705,Complete,2023-11-04,220112400
PRJ3-00510,-0.0132,-6,0,0,0,1.0133,1.0144,Complete,2020-03-08,91031500
PRJ3-00511,0.1197,38,1,1,1,0.8931,0.9604,Complete,2024-10-24,150783300
PRJ3-00512,0.0511,17,0,0,0,0.9514,0.9837,Complete,2024-07-30,132381000
PRJ3-00513,0.1481,-3,1,0,1,0.871,1.0045,Complete,2023-12-03,70692000
PRJ3-00515,0.0262,18,0,0,0,0.9745,0.9871,Complete,2026-02-09,274517900
PRJ3-00516,0.0432,2,0,0,0,0.9586,0.9973,Complete,2022-09-08,118209100
PRJ3-00517,0.0091,-18,0,0,0,0.9909,1.0219,Complete,2020-05-03,104230200
PRJ3-00519,0.0025,-16,0,0,0,0.9975,1.0167,Complete,2023-12-07,119489900
PRJ3-00520,0.1041,17,1,0,1,0.9057,0.9807,Complete,2023-12-21,180183400
PRJ3-00521,0.0342,28,0,0,0,0.9669,0.9742,Complete,2024-09-20,338202700
PRJ3-00522,0.1283,-4,1,0,1,0.8863,1.0046,Complete,2024-11-25,155157400
PRJ3-00523,0.1339,60,1,1,1,0.8819,0.9078,Complete,2022-03-03,59600000
PRJ3-00524,0.0168,2,0,0,0,0.9835,0.9984,Complete,2023-08-31,190112100
PRJ3-00526,0.0345,-25,0,0,0,0.9667,1.0262,Complete,2020-06-25,85538900
PRJ3-00527,-0.0076,-25,0,0,0,1.0076,1.0237,Complete,2026-12-31,98166600
PRJ3-00528,0.0337,-2,0,0,0,0.9674,1.0027,Complete,2024-04-19,49154900
PRJ3-00529,0.2334,58,1,1,1,0.8108,0.9376,Complete,2021-05-25,223069000
PRJ3-00530,-0.0757,21,0,0,0,1.0819,0.9668,Complete,2022-04-14,117567600
PRJ3-00531,0.0924,25,0,0,0,0.9154,0.9734,Complete,2022-08-17,256324300
PRJ3-00532,0.0759,27,0,0,0,0.9295,0.9644,Complete,2020-11-19,244664900
PRJ3-00533,0.0265,-20,0,0,0,0.9741,1.0375,Complete,2023-08-17,45225900
PRJ3-00534,0.0699,4,0,0,0,0.9346,0.9945,Complete,2023-03-11,266250700
PRJ3-00535,-0.0036,76,0,1,1,1.0037,0.8927,Complete,2023-06-01,45351300
PRJ3-00536,0.1152,19,1,0,1,0.8967,0.9579,Complete,2021-04-07,25155800
PRJ3-00537,0.0416,-19,0,0,0,0.9601,1.0157,Complete,2024-09-14,210199400
PRJ3-00538,0.0496,30,0,1,1,0.9527,0.9524,Complete,2022-12-25,222234800
PRJ3-00539,0.0651,9,0,0,0,0.9389,0.992,Complete,2026-01-05,233142100
PRJ3-00540,0.0029,8,0,0,0,0.9971,0.9907,Complete,2020-05-21,181366200
PRJ3-00541,0.1125,-1,1,0,1,0.8988,1.0011,Complete,2020-02-10,1056911200
PRJ3-00542,0.0758,-3,0,0,0,0.9296,1.0055,Complete,2022-06-26,113438000
PRJ3-00543,0.1555,74,1,1,1,0.8654,0.9289,Complete,2026-07-27,61210300
PRJ3-00544,-0.0094,33,0,1,1,1.0095,0.9579,Complete,2027-01-24,208537100
PRJ3-00545,-0.0079,4,0,0,0,1.0079,0.9952,Complete,2025-01-27,71053100
PRJ3-00546,0.0447,37,0,1,1,0.9572,0.9417,Complete,2025-06-09,13209600
PRJ3-00547,0.0833,4,0,0,0,0.9231,0.9962,Complete,2025-07-01,193513200
PRJ3-00548,0.0374,46,0,1,1,0.9639,0.9632,Complete,2025-10-10,264479200
PRJ3-00549,0.147,-23,1,0,1,0.8718,1.0343,Complete,2024-07-07,72990000
PRJ3-00550,0.068,-13,0,0,0,0.9364,1.0177,Complete,2021-05-19,231828200
PRJ3-00552,0.1026,32,1,1,1,0.9069,0.9603,Complete,2023-02-19,39910100
PRJ3-00553,-0.0294,1,0,0,0,1.0303,0.9988,Complete,2025-06-29,339798700
PRJ3-00554,0.0316,23,0,0,0,0.9694,0.9771,Complete,2023-04-03,58522700
PRJ3-00555,0.0654,3,0,0,0,0.9386,0.9968,Complete,2023-01-29,148754400
PRJ3-00556,0.0773,13,0,0,0,0.9282,0.9846,Complete,2027-01-28,106367300
PRJ3-00557,0.0634,6,0,0,0,0.9403,0.9924,Complete,2025-03-22,873026300
PRJ3-00558,-0.0395,-3,0,0,0,1.0411,1.0045,Complete,2021-07-23,19591200
PRJ3-00559,0.1337,55,1,1,1,0.8821,0.9351,Complete,2026-02-02,63820300
PRJ3-00560,0.0476,1,0,0,0,0.9545,0.9982,Complete,2023-03-10,42945400
PRJ3-00561,0.0481,-25,0,0,0,0.9541,1.0212,Complete,2023-06-28,525144300
PRJ3-00562,0.0454,9,0,0,0,0.9566,0.9878,Complete,2024-01-28,17804000
PRJ3-00563,0.0658,20,0,0,0,0.9383,0.9711,Complete,2026-07-05,26501800
PRJ3-00564,0.0864,19,0,0,0,0.9205,0.9761,Complete,2022-08-23,144638900
PRJ3-00565,0.1497,9,1,0,1,0.8698,0.9921,Complete,2021-10-11,249697100
PRJ3-00566,0.0094,12,0,0,0,0.9907,0.9904,Complete,2027-09-23,379947600
PRJ3-00567,-0.0082,32,0,1,1,1.0082,0.9775,Complete,2028-01-31,240960100
PRJ3-00568,0.1758,17,1,0,1,0.8505,0.986,Complete,2026-12-03,345906300
PRJ3-00569,0.2201,19,1,0,1,0.8196,0.983,Complete,2025-11-08,154207400
PRJ3-00570,0.0801,19,0,0,0,0.9258,0.9723,Complete,2022-02-20,155447500
PRJ3-00571,0.0925,9,0,0,0,0.9153,0.9852,Complete,2020-03-10,157317100
PRJ3-00572,-0.0142,35,0,1,1,1.0144,0.9715,Complete,2027-06-23,85743000
PRJ3-00573,0.0145,63,0,1,1,0.9857,0.9487,Complete,2027-08-30,267585500
PRJ3-00574,0.0597,68,0,1,1,0.9437,0.9414,Complete,2025-02-06,179953600
PRJ3-00575,0.1739,24,1,0,1,0.8519,0.982,Complete,2024-01-23,234689300
PRJ3-00576,-0.0004,-12,0,0,0,1.0004,1.0305,Complete,2026-06-06,35658300
PRJ3-00577,0.1225,21,1,0,1,0.8909,0.9778,Complete,2021-12-24,208830800
PRJ3-00578,0.0636,-2,0,0,0,0.9402,1.0029,Complete,2026-10-05,79064400
PRJ3-00579,0.0969,31,0,1,1,0.9116,0.9533,Complete,2022-03-04,102971000
PRJ3-00580,0.0586,43,0,1,1,0.9447,0.9687,Complete,2025-10-19,519818800
PRJ3-00581,0.0983,-7,0,0,0,0.9105,1.0062,Complete,2023-09-21,341054000
PRJ3-00582,0.0851,-25,0,0,0,0.9216,1.0271,Complete,2021-11-09,217805100
PRJ3-00583,0.1021,20,1,0,1,0.9074,0.9806,Complete,2022-07-05,181613900
PRJ3-00584,0.0501,44,0,1,1,0.9523,0.9539,Complete,2023-06-18,72255200
PRJ3-00585,0.0875,-25,0,0,0,0.9196,1.0262,Complete,2024-03-14,65404500
PRJ3-00586,0.1191,21,1,0,1,0.8935,0.9821,Complete,2023-04-16,147220800
PRJ3-00587,-0.0365,-22,0,0,0,1.0378,1.0239,Complete,2026-10-28,256632600
PRJ3-00588,0.0576,28,0,0,0,0.9456,0.9567,Complete,2025-02-05,65940500
PRJ3-00589,0.073,-25,0,0,0,0.932,1.0377,Complete,2020-10-08,69336500
PRJ3-00590,0.0841,-25,0,0,0,0.9224,1.0552,Complete,2025-01-16,131919100
PRJ3-00591,-0.0087,58,0,1,1,1.0088,0.9532,Complete,2026-12-23,377767100
PRJ3-00592,0.0112,34,0,1,1,0.9889,0.9542,Complete,2021-12-23,46482400
PRJ3-00593,0.0462,-25,0,0,0,0.9558,1.0224,Complete,2021-05-01,573669200
