Project_ID,Project_Name,Project_Type,Region,State,Client_Type,Contract_Type,Delivery_Method,Complexity_Level,Digital_Coordination_Level,Owner_Decision_Profile,Start_Date,Snapshot_Date,Snapshot_Year,Original_Budget,Planned_Duration_Days,Planned_Percent_Complete,Actual_Percent_Complete,CPI_Snapshot,SPI_Snapshot,Cost_Variance_Pct_Snapshot,Schedule_Variance_Days_Snapshot,Labor_Productivity_Index,Procurement_Delay_Days_to_Date,Weather_Impact_Days_to_Date,Safety_Incident_Rate_to_Date,Snapshot_Data_Completeness_Pct,RFI_Count_to_Date,RFI_Count_per_10M,Avg_RFI_Response_Days,RFI_On_Time_Rate,Overdue_RFI_Rate,High_Critical_Overdue_Rate,RFI_Revision_Rate,RFI_Reopen_Rate,RFI_to_Change_Rate,Approved_Change_Value_Pct_Budget,Pending_Change_Exposure_Pct_Budget,Change_Approval_Cycle_Days,Old_Pending_Change_Rate,Forecast_Incorporation_Lag_Days,Contingency_Utilization_Pct,Revision_Loop_Rate,Workflow_Handoff_Rate,Workflow_Risk_Score_Snapshot,Final_Cost_Overrun_Pct,Final_Schedule_Delay_Days,Cost_Overrun_Flag,Schedule_Delay_Flag,Combined_Overrun_Flag,Final_CPI,Final_SPI,Final_Status,Actual_End_Date,Final_EAC,Data_Split
PRJ3-00584,Cedar Office Campus 584,Commercial,West,WA,Private,Lump Sum,IPD,Very High,Moderate,Slow,2020-11-06,2021-12-21,2021,68808100,910,0.451,0.3951,0.9191,0.8891,0.0489,51,0.9214,10,6,0.848,0.9536,34,4.941,9.817,0.2152,0.3634,0.1349,0.1909,0.0863,0.2259,0.0528,0.035,25.423,0.3551,5.422,0.2288,0.281,0.3645,4,0.0501,44,0,1,1,0.9523,0.9539,Complete,2023-06-18,72255200,Train
PRJ3-00585,Harbor Process Plant 585,Industrial,Southeast,GA,Private,Guaranteed Maximum Price,Design-Bid-Build,High,Moderate,Fast,2021-08-04,2022-07-13,2022,60144000,978,0.351,0.33,0.8995,0.9909,0.0579,21,0.9594,0,6,0.451,0.9595,27,4.489,5.219,0.5104,0.165,0.0358,0.0422,0.0463,0.1882,0.0812,0.0204,14.138,0.1517,3.074,0.3614,0.2312,0.2401,2,0.0875,-25,0,0,0,0.9196,1.0262,Complete,2024-03-14,65404500,Train
PRJ3-00586,Granite Transit-Oriented Development 586,Mixed-Use,Mountain,MT,Private,Guaranteed Maximum Price,CMAR,High,Moderate,Standard,2020-02-01,2021-06-11,2021,131548700,1149,0.432,0.4186,0.9332,0.9584,0.0541,15,0.9619,24,19,0.916,0.9612,72,5.473,7.87,0.2826,0.2614,0.073,0.1062,0.0296,0.1364,0.0544,0.0185,15.24,0.1918,2.768,0.3311,0.1576,0.4282,2,0.1191,21,1,0,1,0.8935,0.9821,Complete,2023-04-16,147220800,Train
PRJ3-00587,Cedar Water Program 587,Heavy Civil,Mountain,ID,Private,Guaranteed Maximum Price,CMAR,Low,Moderate,Standard,2024-04-21,2025-05-25,2025,266346100,942,0.424,0.4174,1.0493,1.0121,-0.022,6,0.9811,10,6,0.505,0.99,117,4.393,4.1,0.4712,0.0489,0,0.1334,0.0363,0.1615,0.0084,0.0164,14.852,0.179,0,0.2006,0.1915,0.3191,1,-0.0365,-22,0,0,0,1.0378,1.0239,Complete,2026-10-28,256632600,Test
PRJ3-00588,Mesa Transit-Oriented Development 588,Mixed-Use,Mountain,WY,Public,Lump Sum,Design-Bid-Build,Moderate,Moderate,Standard,2023-05-01,2023-12-03,2023,62351900,618,0.351,0.3309,0.9394,0.9516,0.0068,12,0.9556,30,17,0.7,0.9602,43,6.896,9.961,0.2001,0.3043,0.045,0.0591,0.0485,0.174,0.0324,0.0172,22.338,0.2311,2.953,0.3159,0.1367,0.3445,3,0.0576,28,0,0,0,0.9456,0.9567,Complete,2025-02-05,65940500,Train
PRJ3-00589,Mesa Office Campus 589,Commercial,West,CA,Public-Private Partnership,Guaranteed Maximum Price,Design-Build,Low,Moderate,Fast,2018-12-14,2019-09-06,2019,64620000,689,0.387,0.4409,0.9948,1.0545,-0.0012,-37,1.1275,5,5,0.43,0.9758,29,4.488,4.025,0.5584,0.1686,0.058,0,0.0377,0.0378,0,0.0033,16.077,0.2004,5.825,0.3354,0.1515,0.3809,2,0.073,-25,0,0,0,0.932,1.0377,Complete,2020-10-08,69336500,Train
PRJ3-00590,Lakeview Marketplace 590,Commercial,Northeast,CT,Public-Private Partnership,Guaranteed Maximum Price,CMAR,Moderate,Moderate,Fast,2023-10-21,2024-06-23,2024,121687000,478,0.515,0.5044,0.9635,0.993,0.0042,5,0.9864,0,4,0.55,0.9458,60,4.931,5.61,0.3338,0.1857,0.0431,0.1195,0.0261,0.0507,0.0181,0.0039,17.889,0.2495,2.425,0.3074,0.2167,0.3639,1,0.0841,-25,0,0,0,0.9224,1.0552,Complete,2025-01-16,131919100,Validation
PRJ3-00591,Crescent Highway Improvements 591,Heavy Civil,Southeast,FL,Public,Guaranteed Maximum Price,Design-Build,Moderate,Moderate,Slow,2023-08-03,2025-02-20,2025,381081400,1180,0.481,0.3964,0.9848,0.8295,0.0186,100,0.9283,0,10,0.797,0.9499,203,5.327,12.626,0.1029,0.5826,0.1253,0.0628,0.0223,0.1184,0.0152,0.0328,22.711,0.1589,7.483,0.0981,0.2746,0.3588,5,-0.0087,58,0,1,1,1.0088,0.9532,Complete,2026-12-23,377767100,Test
PRJ3-00592,Harbor Retail Center 592,Commercial,West,CA,Private,Lump Sum,CMAR,Low,Low,Standard,2019-12-12,2020-09-28,2020,45966500,708,0.412,0.3954,1.0005,0.9616,-0.0211,12,0.9148,36,6,0.565,0.9571,19,4.133,14.099,0.08,0.6073,0.1276,0.1112,0.0339,0.0422,0,0.0345,19.026,0.1125,8.09,0.3245,0.1194,0.2462,5,0.0112,34,0,1,1,0.9889,0.9542,Complete,2021-12-23,46482400,Train
PRJ3-00593,Liberty Bridge Program 593,Heavy Civil,Southwest,TX,Private,Guaranteed Maximum Price,Design-Bid-Build,High,High,Standard,2018-04-13,2020-02-17,2020,548337900,1139,0.593,0.5809,1.0047,1.0038,-0.0025,14,0.799,17,6,0.867,0.9589,240,4.377,6.625,0.308,0.2087,0.0587,0.1422,0.0721,0.1607,0.0578,0.0421,8.421,0.1028,2.86,0.3315,0.1691,0.2655,3,0.0462,-25,0,0,0,0.9558,1.0224,Complete,2021-05-01,573669200,Train
PRJ3-00594,Riverside Distribution Hub 594,Industrial,West,WA,Private,Unit Price,CMAR,High,Low,Standard,2020-08-24,2021-09-11,2021,332228900,778,0.493,0.443,0.9621,0.9258,0.0008,39,0.9101,39,2,0.31,0.9438,179,5.388,5.629,0.3955,0.2554,0.0839,0.1472,0.0589,0.2145,0.0363,0.026,9.946,0.1569,0.871,0.3375,0.1627,0.3543,2,0.0682,-14,0,0,0,0.9362,1.0183,Complete,2022-09-27,354885600,Train
PRJ3-00595,Gateway Medical Center 595,Institutional,West,WA,Private,Cost Plus,Design-Build,High,High,Fast,2019-01-20,2020-03-26,2020,87418400,1119,0.386,0.4156,0.9247,1.0567,0.021,-33,0.9659,24,0,0.626,0.9826,35,4.004,7.469,0.4216,0.2742,0.067,0.2432,0.0443,0.2089,0.0149,0.0305,15.339,0.208,6.646,0.3771,0.2426,0.3376,3,0.056,4,0,0,0,0.9469,0.9964,Complete,2022-02-16,92316900,Train
PRJ3-00596,Liberty Town Center 596,Mixed-Use,West,WA,Public-Private Partnership,Unit Price,Design-Build,High,Moderate,Standard,2022-11-15,2024-05-24,2024,71517700,1052,0.529,0.5291,0.9323,1.0107,0.0227,0,0.9734,41,0,0.65,0.9764,49,6.851,8.994,0.2271,0.3152,0.0845,0.1127,0.0349,0.123,0.0404,0.0316,23.677,0.1737,4.775,0.519,0.1954,0.3454,4,0.0816,46,0,1,1,0.9246,0.9581,Complete,2025-11-17,77350600,Validation
PRJ3-00597,Mesa Medical Center 597,Institutional,Midwest,MO,Private,Guaranteed Maximum Price,Design-Bid-Build,Low,Moderate,Slow,2019-02-23,2020-02-27,2020,111923400,1015,0.364,0.3425,0.9625,0.9829,0.0017,22,0.9312,11,4,0.524,0.9695,56,5.003,6.841,0.4414,0.3041,0.0528,0.0223,0.0262,0.0923,0.0236,0.0234,22.307,0.2738,1.731,0.1765,0.2403,0.3034,2,0.0645,-22,0,0,0,0.9394,1.0222,Complete,2021-11-12,119144900,Train
PRJ3-00598,Northstar Neighborhood 598,Residential,Northeast,CT,Public,Unit Price,CMAR,Low,Moderate,Slow,2019-04-16,2020-02-20,2020,58546400,570,0.545,0.5278,0.8529,0.9929,0.0773,10,0.827,12,19,0.26,0.9724,29,4.953,9.122,0.2654,0.3079,0.0767,0.1111,0.0335,0.1452,0.0051,0.0047,29.317,0.3642,5.541,0.2287,0.2917,0.2619,3,0.0475,45,0,1,1,0.9547,0.9268,Complete,2020-12-21,61326300,Train
PRJ3-00599,Riverside Research Facility 599,Institutional,Southwest,TX,Private,Guaranteed Maximum Price,Design-Bid-Build,Moderate,High,Standard,2023-11-08,2024-11-05,2024,182001900,994,0.366,0.3011,0.9568,0.8455,0.0215,65,0.8879,26,8,0.237,0.9636,61,3.352,5.47,0.3732,0.203,0.0854,0.1584,0.0594,0.1766,0.0187,0.0138,9.392,0.1884,0,0.0643,0.1839,0.2516,1,0.0499,1,0,0,0,0.9524,0.999,Complete,2026-07-30,191090800,Validation
PRJ3-00600,Aspen Transit-Oriented Development 600,Mixed-Use,West,NV,Private,Lump Sum,CMAR,Moderate,Moderate,Standard,2022-07-05,2023-10-18,2023,285736800,821,0.573,0.5844,1.0084,0.9656,-0.0017,-9,0.9023,22,15,0.497,0.9571,139,4.865,7.489,0.4141,0.1538,0.0185,0,0.0276,0.1227,0.0094,0.0437,16.525,0.2197,3.84,0.2633,0.1399,0.291,3,-0.0261,-4,0,0,0,1.0268,1.0049,Complete,2024-09-29,278285800,Train
PRJ3-00601,Aspen Housing 601,Residential,West,CA,Private,Lump Sum,Design-Build,Moderate,Moderate,Standard,2019-02-12,2019-09-03,2019,42247800,565,0.36,0.361,1.0203,0.9826,-0.0012,-1,0.9927,16,6,0.476,0.9842,17,4.024,9.522,0.3676,0.221,0.0519,0.1285,0.0296,0.1952,0.0172,0.0169,16.088,0.3504,2.343,0.1908,0.1934,0.288,2,0.0061,-25,0,0,0,0.9939,1.0463,Complete,2020-08-05,42505100,Train
PRJ3-00602,Riverside District 602,Mixed-Use,Northeast,NJ,Private,Lump Sum,CMAR,Moderate,Moderate,Slow,2024-12-24,2025-12-12,2025,137283000,885,0.399,0.3666,0.8446,0.9865,0.0619,29,0.8661,21,26,0.759,0.9387,63,4.589,8.362,0.1541,0.4282,0.1003,0.0736,0.0558,0.0988,0.0451,0.0322,27.375,0.3506,4.244,0.1818,0.2219,0.4593,4,0.073,-15,0,0,0,0.9319,1.0172,Complete,2027-05-13,147310000,Test
PRJ3-00603,Horizon Office Campus 603,Commercial,West,NV,Private,Cost Plus,Design-Build,High,Moderate,Standard,2019-12-15,2021-02-15,2021,52189400,1032,0.415,0.4223,0.9755,0.9007,0.0064,-7,0.9931,22,8,0.906,0.9532,44,8.431,4.795,0.432,0.1881,0.0982,0.1741,0.0543,0.1355,0.0516,0.0355,10.214,0.0856,6.614,0.0977,0.1923,0.4752,3,0.0216,-7,0,0,0,0.9789,1.0068,Complete,2022-10-05,53314600,Train
PRJ3-00604,Liberty Corporate Center 604,Commercial,Southeast,FL,Private,Lump Sum,CMAR,Very High,Moderate,Slow,2023-05-14,2024-05-03,2024,184164300,606,0.586,0.5209,0.8526,0.8754,0.0932,39,0.8577,4,22,0.737,0.9478,122,6.625,12.909,0.08,0.42,0.1096,0.1355,0.0547,0.27,0.0308,0.0533,43.491,0.4983,10.194,0.3849,0.3198,0.428,8,0.192,76,1,1,1,0.8389,0.8886,Complete,2025-03-26,219523400,Validation
PRJ3-00605,Liberty Logistics Center 605,Industrial,West,WA,Public,Cost Plus,IPD,Low,High,Standard,2020-02-10,2021-06-17,2021,218858200,849,0.581,0.6265,0.9908,1.0555,0.0023,-39,1.0789,7,0,0.344,0.991,94,4.295,9.786,0.4072,0.2814,0.1043,0.0201,0.0374,0.1248,0.0439,0.009,17.564,0.2216,5.556,0.3077,0.1048,0.3648,2,-0.0612,-14,0,0,0,1.0652,1.0168,Complete,2022-05-25,205462400,Train
PRJ3-00606,Mesa Logistics Center 606,Industrial,Mountain,MT,Private,Cost Plus,CMAR,High,Moderate,Standard,2020-05-24,2021-10-24,2021,151922100,958,0.541,0.5379,0.9137,1.0059,0.0398,3,1.0024,29,11,0.977,0.9556,87,5.727,6.241,0.4455,0.3281,0.0713,0.17,0.0383,0.1543,0.0342,0.0283,16.238,0.1281,5.774,0.2733,0.1576,0.2856,3,0.0812,26,0,0,0,0.9249,0.9736,Complete,2023-02-02,164254200,Train
PRJ3-00607,Redwood Neighborhood 607,Residential,Mountain,UT,Private,Lump Sum,IPD,Moderate,Low,Standard,2020-05-25,2021-04-20,2021,34349000,708,0.467,0.4493,0.9987,0.9853,-0.0035,13,0.99,20,11,0.788,0.9541,29,8.443,8.253,0.2909,0.2701,0.0651,0.1265,0.0719,0.0897,0.0187,0.0258,17.266,0.198,3.988,0.2777,0.2914,0.3148,3,0.0393,-25,0,0,0,0.9622,1.0366,Complete,2022-04-08,35700100,Train
PRJ3-00608,Aspen Retail Center 608,Commercial,Northeast,NJ,Private,Unit Price,CMAR,Very High,Moderate,Fast,2023-06-06,2024-06-27,2024,45312500,793,0.489,0.4355,0.9661,0.9422,0.0124,42,1.0353,4,22,0.942,0.9679,33,7.283,10.868,0.08,0.3731,0.1145,0.2155,0.0874,0.2416,0.0843,0.019,21.249,0.2547,0.72,0.4912,0.2682,0.493,3,0.1079,-3,1,0,1,0.9026,1.0038,Complete,2025-08-04,50202300,Validation
PRJ3-00609,Evergreen Office Campus 609,Commercial,West,WA,Private,Guaranteed Maximum Price,CMAR,Moderate,High,Fast,2022-09-05,2023-08-05,2023,134072900,675,0.496,0.55,1.0691,1.0293,-0.0475,-36,1.052,0,1,0.094,0.9696,57,4.251,2,0.6204,0.186,0.0436,0.0572,0.047,0.1911,0,0,23.45,0.2554,0,0.2175,0.1677,0.2859,1,-0.0266,-21,0,0,0,1.0273,1.0321,Complete,2024-06-20,130507100,Train
PRJ3-00610,Harbor Corporate Center 610,Commercial,West,OR,Public,Unit Price,IPD,High,Low,Fast,2023-05-03,2024-05-23,2024,68437800,760,0.509,0.4705,0.9012,0.9472,0.0454,29,0.9801,0,9,0.671,0.9666,37,5.406,6.06,0.514,0.1472,0.0802,0.1562,0.0525,0.2708,0.0498,0.0223,22.585,0.2845,6.806,0.2737,0.2133,0.4433,3,0.0818,-2,0,0,0,0.9244,1.0026,Complete,2025-05-30,74038500,Validation
PRJ3-00611,Pioneer Retail Center 611,Commercial,West,OR,Public,Guaranteed Maximum Price,IPD,Moderate,Moderate,Fast,2025-05-14,2025-12-25,2025,85384800,535,0.421,0.4636,0.9012,1.0571,0.0378,-23,1.0405,4,5,0.583,0.9769,49,5.739,6.669,0.3372,0.2276,0.0471,0.1031,0.0492,0.1398,0.0302,0.0029,13.938,0.125,4.7,0.2975,0.244,0.1847,2,0.0285,25,0,0,0,0.9723,0.9554,Complete,2026-11-25,87820000,Test
PRJ3-00612,Granite Education Center 612,Institutional,West,OR,Private,Cost Plus,CMAR,High,High,Fast,2020-05-22,2021-05-10,2021,112898300,960,0.368,0.3413,1.0255,0.92,-0.0215,26,1.0393,14,12,0.139,0.9648,54,4.783,7.811,0.3064,0.322,0.0749,0.1234,0.0345,0.2809,0.0021,0.0054,23.042,0.2834,4.879,0.132,0.2817,0.4647,2,0.0485,50,0,1,1,0.9538,0.9505,Complete,2023-02-26,118370800,Train
PRJ3-00613,Evergreen Airport Improvements 613,Infrastructure,Midwest,MO,Private,Lump Sum,Design-Build,Low,Moderate,Fast,2021-12-16,2024-01-07,2024,141081500,1309,0.575,0.5867,0.9961,1.0204,0.0041,-15,1.0977,10,21,0.221,0.9793,50,3.544,3.935,0.5313,0.083,0.0281,0.0783,0.0016,0.0622,0.0083,0.0048,15.538,0.2067,4.064,0.2053,0.2362,0.3199,1,-0.0163,-3,0,0,0,1.0166,1.0023,Complete,2025-07-14,138780400,Validation
PRJ3-00614,Gateway Research Facility 614,Institutional,Midwest,MN,Private,Cost Plus,IPD,Very High,High,Fast,2019-04-17,2020-07-03,2020,70469500,776,0.572,0.5511,0.9981,1.0107,0.0182,16,1.0194,24,20,0.676,0.9828,48,6.811,7.513,0.2834,0.2745,0.066,0.1873,0.1128,0.2657,0.0457,0,26.719,0.3151,3.099,0.2535,0.2298,0.4869,2,0.0859,61,0,1,1,0.9209,0.9271,Complete,2021-08-01,76525800,Train
PRJ3-00615,Lakeview Earthworks Package 615,Heavy Civil,Mountain,CO,Public,Guaranteed Maximum Price,IPD,Moderate,Moderate,Standard,2023-10-11,2025-06-28,2025,302222300,1211,0.517,0.4293,0.9237,0.8999,0.0364,106,0.997,3,13,0.474,0.955,145,4.798,9.255,0.1876,0.3782,0.0926,0.0525,0.0433,0.2224,0.0051,0.0073,18.679,0.3979,7.959,0.0939,0.2631,0.2425,3,0.0739,45,0,1,1,0.9312,0.9642,Complete,2027-03-20,324549200,Test
PRJ3-00616,Crescent Residences 616,Residential,Southwest,AZ,Private,Lump Sum,Design-Build,Very High,Moderate,Slow,2022-04-13,2023-04-06,2023,16041200,731,0.49,0.4299,0.9429,0.8818,0.0306,44,0.9431,12,9,0.578,0.9639,7,4.364,13.527,0.08,0.3342,0.1029,0.2543,0.0961,0.2194,0.0491,0.0336,26.05,0.3333,2.453,0.2506,0.3541,0.5283,5,0.1034,11,1,0,1,0.9063,0.9852,Complete,2024-04-24,17699400,Train
PRJ3-00617,Pioneer Office Campus 617,Commercial,Mountain,UT,Private,Lump Sum,Design-Build,Moderate,Moderate,Standard,2020-05-11,2021-06-03,2021,196261800,776,0.5,0.5284,1.0029,0.9822,-0.0003,-22,1.0226,19,13,0.704,0.9486,76,3.872,8.107,0.3529,0.28,0.0888,0.0703,0.0323,0.1112,0.0213,0.02,19.486,0.2555,2.982,0.3703,0.1842,0.4457,2,0.0318,31,0,1,1,0.9692,0.9616,Complete,2022-07-27,202498400,Train
PRJ3-00618,Horizon Neighborhood 618,Residential,West,OR,Public,Guaranteed Maximum Price,Design-Bid-Build,Moderate,High,Standard,2018-09-12,2019-05-02,2019,10581300,626,0.372,0.3467,1.1033,0.9062,-0.0337,16,1.0175,2,7,0.36,0.9703,4,3.78,6.177,0.4618,0.1252,0.0401,0.1587,0.0462,0.1104,0.0059,0.0001,27.85,0.2591,11.088,0.2067,0.2475,0.3081,3,0.0649,5,0,0,0,0.9391,0.9921,Complete,2020-06-04,11267900,Train
PRJ3-00619,Horizon Transit-Oriented Development 619,Mixed-Use,West,OR,Public-Private Partnership,Lump Sum,CMAR,Moderate,Low,Fast,2019-03-25,2020-05-12,2020,188989800,910,0.455,0.3988,0.9617,0.9317,0.0077,51,0.8534,18,0,0.327,0.9977,95,5.027,2.854,0.6048,0.144,0.0708,0.1484,0.0209,0.1555,0.0452,0.0217,16.838,0.2034,4.717,0.3056,0.2053,0.3964,2,0.1172,34,1,1,1,0.8951,0.964,Complete,2021-10-24,211134700,Train
PRJ3-00620,Evergreen Marketplace 620,Commercial,West,CA,Public,Lump Sum,Design-Build,High,Low,Standard,2024-06-22,2025-02-04,2025,257507500,644,0.353,0.2793,0.961,0.8073,0.0113,47,1.0325,0,11,0.294,0.9594,143,5.553,8.337,0.2961,0.3427,0.085,0.1716,0.036,0.2507,0.0417,0.0258,25.378,0.2734,1.044,0.3617,0.2762,0.436,3,0.0174,88,0,1,1,0.9829,0.8798,Complete,2026-06-24,261992000,Test
PRJ3-00621,Copper Utility Corridor 621,Infrastructure,Mountain,UT,Private,Cost Plus,Design-Build,Moderate,Moderate,Standard,2024-04-03,2025-08-19,2025,108989600,1163,0.433,0.425,0.9138,0.9849,0.069,9,0.9268,24,17,0.313,0.9708,45,4.129,8.726,0.3079,0.3476,0.0674,0.0496,0,0.02,0.0452,0.0078,16.795,0.2815,4.21,0.3788,0.215,0.3423,2,0.1069,4,1,0,1,0.9034,0.9966,Complete,2027-06-14,120637200,Test
PRJ3-00622,Liberty Logistics Center 622,Industrial,West,OR,Public,Cost Plus,Design-Bid-Build,High,Moderate,Standard,2022-04-08,2023-05-28,2023,231084700,1166,0.356,0.3295,0.8416,0.9453,0.0737,31,0.8723,26,8,0.503,0.9621,124,5.366,9.085,0.2928,0.2745,0.0629,0.0861,0.0483,0.0825,0.0823,0.0293,17.698,0.2284,9.932,0.4934,0.1591,0.3902,3,0.137,11,1,0,1,0.8795,0.9907,Complete,2025-06-28,262745800,Train
PRJ3-00623,Riverside Apartments 623,Residential,Northeast,NJ,Private,Unit Price,IPD,Moderate,Moderate,Slow,2022-06-02,2023-09-28,2023,63880000,811,0.596,0.5931,1.0442,0.9268,-0.0154,2,0.9714,29,22,0.342,0.9677,38,5.949,4.723,0.4025,0.2026,0.0802,0.1289,0.0712,0.1275,0.0302,0.0283,24.925,0.3222,4.43,0.2235,0.2554,0.4414,3,0.0455,2,0,0,0,0.9565,0.9975,Complete,2024-08-23,66787600,Train
PRJ3-00624,Cedar Medical Center 624,Institutional,West,NV,Private,Unit Price,Design-Bid-Build,Very High,Moderate,Standard,2017-09-10,2019-03-16,2019,136261800,1235,0.447,0.4114,0.9122,0.9231,0.0656,44,0.8618,27,12,0.881,0.958,92,6.752,5.878,0.4107,0.3083,0.0993,0.1901,0.0792,0.2303,0.0793,0.0205,21.648,0.288,0,0.433,0.1544,0.3583,2,0.0996,27,0,0,0,0.9094,0.9786,Complete,2021-02-23,149837200,Train
PRJ3-00625,Aspen Manufacturing Facility 625,Industrial,West,WA,Public-Private Partnership,Guaranteed Maximum Price,Design-Bid-Build,Moderate,High,Fast,2023-07-15,2024-12-24,2024,75840300,1022,0.517,0.5267,1.0466,0.9915,-0.0208,-10,1.0764,29,4,0.698,0.9751,30,3.956,7.845,0.2379,0.2027,0.0699,0.1958,0.081,0.1562,0.0259,0.0048,11.217,0.1698,5.331,0.436,0.2011,0.2673,2,0.0585,-15,0,0,0,0.9447,1.0149,Complete,2026-04-17,80276500,Validation
PRJ3-00626,Gateway Neighborhood 626,Residential,Southeast,NC,Private,Guaranteed Maximum Price,Design-Build,Moderate,Low,Fast,2018-09-22,2019-02-28,2019,81635000,320,0.497,0.4805,0.9057,0.9373,0.0412,5,0.8816,12,10,0.457,0.9715,46,5.635,6.755,0.4243,0.2683,0.0811,0.1154,0.0282,0.1703,0.0196,0.0256,22.844,0.293,2.614,0.1594,0.2198,0.3376,3,0.0323,68,0,1,1,0.9687,0.8247,Complete,2019-10-15,84273700,Train
PRJ3-00627,Pioneer Earthworks Package 627,Heavy Civil,West,WA,Private,Lump Sum,CMAR,Very High,Moderate,Slow,2021-11-16,2023-10-17,2023,106798100,1307,0.536,0.5439,0.8373,0.9511,0.1077,-10,0.9107,42,2,1.025,0.9628,55,5.15,8.843,0.2731,0.2947,0.1038,0.1017,0.0529,0.2803,0.0516,0.0426,36.222,0.371,1.867,0.343,0.3559,0.2943,5,0.1801,61,1,1,1,0.8474,0.9554,Complete,2025-08-15,126030500,Train
PRJ3-00628,Crescent Process Plant 628,Industrial,Northeast,NY,Public,Lump Sum,IPD,High,Moderate,Slow,2020-02-23,2021-02-27,2021,127505300,790,0.469,0.4114,0.8597,0.8841,0.0713,46,0.933,10,17,0.436,0.9431,73,5.725,12.138,0.08,0.3881,0.0773,0.0592,0.0555,0.2477,0.0696,0.0432,32.085,0.3847,6.474,0.4967,0.1357,0.4654,5,0.2276,29,1,0,1,0.8146,0.9646,Complete,2022-05-22,156520400,Train
PRJ3-00629,Canyon Corporate Center 629,Commercial,Mountain,CO,Public,Guaranteed Maximum Price,Design-Bid-Build,High,Moderate,Standard,2025-01-05,2025-08-07,2025,59594400,597,0.36,0.2849,0.9973,0.8503,0.0054,45,0.9335,10,16,0.395,0.9531,18,3.02,7.609,0.4319,0.2667,0.037,0.1203,0.0318,0.2528,0.0255,0.0352,18.049,0.2553,0,0.3321,0.1809,0.2288,2,0.1038,13,1,0,1,0.906,0.9787,Complete,2026-09-07,65779100,Test
PRJ3-00630,Horizon Logistics Center 630,Industrial,West,CA,Public,Cost Plus,Design-Build,Moderate,Moderate,Standard,2018-05-21,2019-05-01,2019,288455300,863,0.4,0.4048,0.9894,1.0153,0.0261,-4,1.0232,0,6,0.299,0.9763,142,4.923,5.005,0.4039,0.182,0.0889,0.0352,0.0136,0.1519,0.0331,0,23.009,0.2747,5.195,0.2235,0.1399,0.3655,2,-0.0186,-25,0,0,0,1.0189,1.0298,Complete,2020-09-05,283092300,Train
PRJ3-00631,Crescent Water Program 631,Heavy Civil,Midwest,MI,Public,Guaranteed Maximum Price,Design-Bid-Build,High,Moderate,Standard,2020-08-10,2022-03-09,2022,257103900,1167,0.494,0.4155,0.8659,0.8581,0.0705,92,1.0423,34,21,1.032,0.9471,150,5.834,8.394,0.2154,0.3353,0.0725,0.0915,0.0248,0.252,0.0297,0.0185,34.226,0.3744,10.146,0.3176,0.2481,0.5265,4,0.1055,23,1,0,1,0.9046,0.9807,Complete,2023-11-13,284230100,Train
PRJ3-00632,Mesa Medical Center 632,Institutional,West,WA,Private,Guaranteed Maximum Price,Design-Bid-Build,Moderate,Low,Fast,2018-11-23,2020-01-08,2020,213825500,900,0.457,0.4088,1.0137,0.9104,-0.0108,43,0.995,12,13,0.665,0.9452,99,4.63,5.782,0.4576,0.2176,0.067,0.1288,0.0596,0.1313,0.0277,0.0148,9.173,0.1455,0,0.2623,0.1787,0.3292,1,0.0373,3,0,0,0,0.9641,0.9967,Complete,2021-05-14,221793300,Train
PRJ3-00633,Evergreen Residences 633,Residential,Mountain,UT,Public,Guaranteed Maximum Price,IPD,High,Low,Slow,2024-05-22,2024-10-31,2024,37646700,462,0.352,0.3508,0.9257,0.9893,0.0225,1,0.945,20,10,0.656,0.9398,10,2.656,11.858,0.08,0.4421,0.095,0.1468,0.0391,0.1872,0.0567,0.0275,28.801,0.3716,11.674,0.2355,0.2935,0.3265,6,0.1712,15,1,0,1,0.8538,0.9686,Complete,2025-09-11,44091500,Validation
PRJ3-00634,Gateway Distribution Hub 634,Industrial,West,CA,Public,Guaranteed Maximum Price,Design-Build,Moderate,Moderate,Standard,2022-06-02,2023-06-20,2023,97549700,947,0.405,0.3832,0.9488,0.9209,0.036,21,0.9783,11,7,0.824,0.9659,52,5.331,9.743,0.1247,0.3736,0.1001,0.0923,0.0402,0.1098,0.0412,0.0417,16.125,0.3351,4.03,0.3006,0.1371,0.2662,4,0.1211,20,1,0,1,0.8919,0.9793,Complete,2025-01-24,109367600,Train
PRJ3-00635,Harbor Retail Center 635,Commercial,West,NV,Private,Guaranteed Maximum Price,Design-Bid-Build,Low,High,Standard,2024-09-08,2025-07-12,2025,72184800,598,0.515,0.5405,0.951,1.0292,0.024,-15,1.1359,18,0,0.465,0.9918,16,2.217,4.936,0.5862,0.2139,0.0637,0.016,0.0266,0.0734,0.0125,0.0106,17.007,0.198,7.453,0.2772,0.2222,0.1792,2,0.037,45,0,1,1,0.9643,0.93,Complete,2026-06-13,74858200,Test
PRJ3-00636,Redwood District 636,Mixed-Use,Mountain,ID,Private,Lump Sum,Design-Bid-Build,Very High,High,Standard,2022-06-15,2024-02-21,2024,269157000,1116,0.552,0.4927,0.9174,0.8798,0.0409,66,0.8952,34,9,0.978,0.9546,146,5.424,10.824,0.2344,0.4525,0.1329,0.1603,0.0648,0.1911,0.0246,0.0301,22.042,0.2672,6.093,0.3304,0.2366,0.5548,4,0.0941,39,0,1,1,0.914,0.9662,Complete,2025-08-13,294479600,Validation
